2,10000,1.5,30
1,7.3737,11.7591
2,3.8535,-3.8745
3,7.2116,-0.0660
4,4.6486,3.6808
5,2.5253,4.5475
6,4.2204,-0.3333
7,3.3902,11.1597
8,6.3752,8.2888
9,1.1187,-4.5397
10,3.4343,6.7792
11,3.6427,5.4625
12,1.5406,-1.1400
13,9.4949,15.2721
14,8.5930,13.6582
15,1.6162,3.4795
16,8.9980,1.2760
17,1.1754,0.8410
18,5.4161,-0.1025
19,1.5185,12.1962
20,2.3901,5.8580
21,1.6809,4.0255
22,0.6508,-4.3534
23,3.8036,5.5593
24,3.5354,6.2389
25,2.4368,14.1422
26,2.5512,2.3047
27,8.7502,-0.1689
28,5.6266,13.8842
29,6.1731,5.4376
30,4.0381,3.0006
31,3.0792,1.8160
32,3.7233,14.1997
33,4.4444,7.8416
34,2.5962,14.9633
35,5.4387,12.8055
36,6.8452,3.2141
37,4.5455,7.9346
38,1.5933,14.2627
39,0.6141,-2.6303
40,1.1111,2.0537
41,10.0000,15.3414
42,0.0661,12.6040
43,0.0147,9.0847
44,9.2888,8.2372
45,8.0367,11.2563
46,8.1556,-4.4520
47,5.2338,-3.0711
48,5.9730,7.4906
49,8.8889,13.0233
50,3.7542,9.1848
51,3.8475,10.1345
52,0.5438,13.5413
53,8.5372,-3.4777
54,4.2429,14.8419
55,6.2946,12.9885
56,9.5959,5.4344
57,0.4040,1.3402
58,7.6697,6.8367
59,4.0858,8.0617
60,3.1903,5.0923
61,7.0608,4.8507
62,6.8687,10.5659
63,0.3951,12.0130
64,4.6591,9.9142
65,4.4274,6.2400
66,9.4792,13.0984
67,7.1604,11.8696
68,7.0100,6.2943
69,4.7233,0.1204
70,5.1008,6.8958
71,6.3815,5.3135
72,1.7276,6.8389
73,2.8283,4.9454
74,1.5546,-3.6299
75,1.0922,2.1037
76,9.5178,1.8983
77,5.7758,-4.3889
78,1.7172,3.4122
79,0.7475,8.1923
80,9.1352,6.0166
81,2.9656,-0.4853
82,1.7999,10.8712
83,8.8988,-0.3287
84,3.3358,3.4705
85,0.5681,0.0219
86,3.1315,10.9943
87,7.9956,10.1462
88,6.7272,-0.9995
89,4.4880,14.0321
90,0.2952,5.5580
91,2.9813,5.7277
92,5.4000,13.3915
93,9.7382,13.8260
94,7.1788,9.2076
95,1.4228,5.8950
96,0.7314,-1.5943
97,2.6723,2.5236
98,1.5262,-0.3861
99,2.2222,4.3361
100,0.4515,1.5336
101,2.3000,11.7977
102,1.2121,2.5532
103,5.4095,-3.1957
104,3.2323,6.0313
105,6.6107,0.2566
106,0.2020,1.8360
107,5.6568,-3.6632
108,9.3526,3.4086
109,2.3606,13.3856
110,1.1168,-1.5188
111,8.0266,12.8690
112,4.2424,6.9972
113,3.0303,5.7236
114,4.1342,-0.3623
115,2.5238,5.6928
116,5.0127,2.4767
117,2.7323,4.7533
118,9.8392,-3.4975
119,5.5293,3.4746
120,9.5960,15.8742
121,9.0909,14.4670
122,2.9640,9.7966
123,9.4359,-3.4477
124,2.7604,-4.2262
125,3.9003,-0.8647
126,5.4669,-4.1983
127,3.1130,4.2755
128,1.3374,-3.4140
129,5.5518,9.1347
130,8.9899,14.3189
131,9.6695,-4.2654
132,6.8212,5.2165
133,7.2727,11.2395
134,6.4035,14.6413
135,9.5092,11.3047
136,9.6977,0.7908
137,5.7674,-3.3662
138,5.8910,1.6480
139,3.4611,0.9084
140,1.4124,-1.9779
141,0.5575,14.8922
142,5.7576,10.0947
143,9.7052,-4.3157
144,8.4262,-3.6302
145,2.8040,5.1732
146,6.0606,9.7110
147,7.0728,6.9620
148,0.1268,8.0950
149,4.6507,6.1409
150,7.1717,11.5062
151,1.9203,13.2263
152,3.2639,14.0418
153,4.7448,7.1473
154,3.9657,-1.2978
155,8.5859,14.5788
156,9.7159,1.5397
157,8.4985,5.7802
158,8.1083,7.2776
159,3.1710,12.1553
160,7.0707,11.1840
161,6.5258,1.9334
162,3.1817,3.6319
163,0.5493,7.6045
164,6.7159,2.9938
165,3.2739,-4.1944
166,6.0744,3.0885
167,6.2770,6.5556
168,1.1327,-2.1558
169,4.5807,14.0636
170,0.3720,0.5992
171,1.3317,14.3993
172,0.5051,1.1607
173,5.4565,7.0729
174,6.9010,6.3470
175,4.1732,2.0070
176,1.3371,-2.3627
177,2.6001,-3.2446
178,6.5845,-2.3059
179,2.8296,2.3224
180,7.7778,12.8393
181,8.6961,10.6454
182,8.1361,-4.4611
183,2.7890,1.0447
184,6.2080,11.8440
185,7.0412,3.2415
186,9.0553,13.8872
187,9.1600,7.9664
188,3.0364,9.3547
189,1.5880,-2.6017
190,5.5556,9.9481
191,0.7620,3.1184
192,1.9044,-3.6216
193,1.4294,1.3095
194,6.6719,-0.3549
195,9.2058,-2.1032
196,8.3838,14.1911
197,4.6465,8.2967
198,4.4462,7.0878
199,1.3716,9.9802
200,9.2662,2.4233
201,9.1895,-4.4169
202,9.8990,15.6437
203,8.9586,9.7202
204,7.6674,11.2118
205,8.5701,10.4197
206,2.5033,-2.6611
207,7.6178,4.0098
208,6.1630,10.5604
209,3.6764,9.0380
210,6.4646,10.9744
211,7.4601,5.0943
212,8.7096,9.5848
213,8.8263,13.1921
214,0.1940,4.2819
215,3.8679,-4.6299
216,2.9293,5.0796
217,9.9343,9.0299
218,6.0889,9.1980
219,8.6107,1.5175
220,5.9486,-0.2989
221,8.6450,-0.4247
222,6.9697,11.6512
223,4.4600,-1.5991
224,0.1555,8.3697
225,5.4844,5.8075
226,6.8912,0.6262
227,7.0703,7.3041
